VISIT_AREA_NM,counts,overview
오동도,154,"여수 오동도는 수학여행의 추억을 간직한 장소로, 여전히 아름다운 해안과 숲이 특징입니다. 1968년 한려해상국립공원으로 지정된 이곳은 산책로, 등대, 음악분수공원 등 볼거리가 많고 섬 전체를 걷거나 자전거, 유람선으로도 둘러볼 수 있습니다. 특히 동백나무 군락은 겨울철 아름다운 붉은 꽃을 피워 ‘동백섬’이라 불리기도 합니다.

오동도 산책로는 나무 덱으로 편리하게 조성되어 있으며, 해안 절벽으로 이어진 보너스 트랙에서는 용굴, 코끼리바위, 해돋이 전망대 등 다양한 절경을 감상할 수 있습니다. 신비로운 숲과 시원한 바닷바람이 매력을 더하며, 섬 정상에 위치한 27m 높이의 오동도등대에서는 여수 앞바다와 남해의 파노라마 전경을 한눈에 볼 수 있습니다.

섬 곳곳에는 동백꽃차를 마실 수 있는 찻집과 포토 존이 있으며, 동백나무와 신우대 군락, 부부나무 등의 자연경관도 돋보입니다. 조선시대 이순신 장군이 섬에서 신우대를 자라 화살로 썼다는 이야기도 전해지며, 시구와 전설이 깃든 호젓한 산책길이 여행자들에게 깊은 인상을 남깁니다.

섬 주변 관광지로는 여수 진남관, 이순신광장, 꿈뜨락몰이 있어 이순신 장군 동상과 거북선을 볼 수 있습니다. 진남관은 이순신 장군의 전라좌수영 본영으로, 현재 보수 중입니다. 이순신광장에는 트릭아트와 전망대도 있어 관광객들이 찾기에 좋고, 인근에는 추억의 놀이와 간식들을 만날 수 있는 공간이 마련되어 있습니다.

여수의 낭만포차거리는 밤이 되면 사람들로 북적이며, 여수 밤바다를 바라보며 친구들과의 정취를 나눌 수 있습니다. 포장마차 분위기와 버스킹 공연이 더해져 낭만적인 시간을 보내기에 좋고, 여수의 과거와 현재가 어우러지는 독특한 분위기가 인상적입니다."
전동성당,153,"전동성당이 세워진 자리는 한국 천주교회사에서 특별한 의미를 지니고 있다. 풍남문 밖, 현 전동성당 자리는 신해박해(1791)때, 한국 천주교회 최초의 순교자 윤지충과 권상연이 유교식 조상 제사를 폐지하고 신주를 불태웠던 진산사건으로 순교한 곳이고, 또 ‘호남의 사도’로 불렸던 유항검과 그의 동료들이 신유박해(1801) 때 순교한 곳이기 때문이다.

전동본당의 초대 주임신부는 프랑스인 보두네 신부였다. 1889년 전주본당이 설립되고 보두네 신부가 부임했지만, 당시 전주에는 신자가 한 명도 없어 처음에는 완주 소양 대승리에서부터 시작해야만 했다.

그러다가 1891년 현재의 자리로 옮겨왔고, 1908년에 성당 건축을 시작했으며 설계는 명동성당을 설계한 프와넬 신부가 했다. 보두네 신부를 통해 이곳에 성당이 건립된 일은 하느님의 섭리였다. 보두네 신부 자신도 이곳이 순교터인 줄은 몰랐지만 순교자들의 피가 서려있을 법한 전주성 성벽의 돌과 흙으로 주춧돌을 세웠는데, 바로 그곳이 순교터였기 때문이다.

전동성당은 로마네스크 양식으로써 사적 제 288호 이고 사제관은 도지정 문화재 자료 178호이다."
황련단길,152,
이성당 본점,150,"빵을 좋아하고 맛집에 관심이 있는 사람이라면 누구나 한 번쯤 들어본 적이 있을 것이다. 군산시 중앙로 1가 옛 시청 건물 맞은편에 자리하고 있는 이성당은 평일과 주말을 불문하고 줄을 서서 사 먹는 빵집으로 유명하다. 1945년에 문을 연 이후 70년째 한 자리를 지키고 있는 빵집으로 우리나라에서 가장 오래된 빵집으로 알려져 있다.
 
이성당의 모태는 일제강점기인 1920년대 세워진 ‘이즈모야’라는 화과점이다. 이 화과점의 역사까지 포함하면 이성당의 역사는 백 년이 훌쩍 넘는다. ‘이즈모야’는 본래 일본인이 운영하던 화과점이었다. ‘이즈모야’가 한국인의 품으로 넘어간 것은 광복 직후의 일이다. 당시 빵 공장을 운영하던 이석우 씨가 ‘이즈모야’를 인수하며 빵집의 이름을 ‘이성당(李姓堂)’이라 바꿨다. ‘이 씨 성을 가진 사람이 만드는 빵집’이라는 뜻이었다.
 
이후 이 씨의 이종사촌인 조천형 씨가 이성당을 물려받았고, 조 씨의 아내인 오남례 씨에 이어 며느리인 김현주 씨가 이어받아 현재 이성당을 운영하고 있다. 이성당에서 만드는 제품으로는 빵을 비롯한 과자, 케이크, 사탕 등 200여 개 종이 있다. 이중 이성당을 대표하는 메뉴는 단팥빵과 야채빵이다. "
공산성,147,"공주 공산성(公州 公山城)은 사적 제12호로, 충청남도 공주시 산성동에 소재하고 있는 성이다. 해발고도는 110m이다.
삼국시대의 성곽으로, 백제의 문주왕 원년(475) 한성에서 웅진으로 이주한 후 성왕 16년(538년)에 사비로 옮길 때까지 도성이었으며 그 후 신라·고려·조선 시대에도 행정과 군사적 요충지였다. 백제시대 토성 735m, 신라시대 석성 1925m, 총둘레 2,660m의 포곡형 산성이다.
산성의 북쪽에는 금강이 흐르고 해발 110m의 능선에 위치하는 천연의 요새로서 동서로 약 800m 남북으로 약 400m 정도의 장방형을 이루고 있다. 성곽의 길이는 2,660m이며 능선과 계곡을 따라 쌓은 포곡형으로 원래 백제 시대에는 토성이었으나 조선 시대 대부분 석성으로 개축되었다. 2015년 7월 4일 독일 본에서 열린 제39차 유네스코 세계유산위원회(WHC)에서 백제역사유적지구(총 8개의 유적지들 중 공주지역에 2곳(공산성, 송산리 고분군), 부여 4곳(관북리 유적 및 부소산성, 능산리 고분군, 정림사지, 나성)이 세계 유산 등재 심사를 최종 통과했다."
사려니숲길,141,"사려니숲길은 제주의 숨은 비경 31곳 중 하나로, 비자림로를 시작으로 물찻오름과 사려니 오름을 거쳐가는 삼나무가 우거진 숲길이다. 사려니오름까지 이어지는 숲길이기 때문에 사려니숲길이라고 불린다.  ‘사려니’는 ‘신성한 숲’ 혹은 ‘실 따위를 흩어지지 않게 동그랗게 포개어 감다’라는 뜻으로 숲길을 거닐면 상쾌한 삼나무 향에 포개진 듯한 느낌을 받을 수 있다. 빽빽한 삼나무뿐만 아니라 졸참나무, 서어나무, 때죽나무, 편백나무 등 다양한 수종이 서식하고 있다. 다양한 수종이 서식하기 때문에 오소리와 제주족제비를 비롯한 포유류, 팔색조와 참매를 비롯한 조류, 쇠살모사를 비롯한 파충류 등의 보금자리가 되기도 한다.

사려니숲길은 본래 숲의 모습이 많이 훼손되지 않아 트래킹을 좋아하는 여행자들이 즐겨 찾는다. 지난 2002년 유네스코가 지정한 제주 생물권 보전지역(Biosphere Resev)이기도 하다. 숲보호를 위해 자연휴식년제로 '물찻오름'은 탐방을 제한했었으나, 한시적으로 이곳을 개방하는 <사려니숲 에코힐링(Eco-Healing)> 행사가 열리기도 했다.

사려니숲길을 걷다가 위를 올려다보면 하늘을 향해 시원하게 쭉쭉 뻗은 삼나무가 그늘을 만들어주고 그 사이로 햇살이 비춘다. 여름에는 제아무리 무더운 날에도 숲길 사이로 부는 시원한 바람을 느낄 수 있다. 제주에서 청정한 공기를 마시며 몸과 마음을 치유받고 싶다면 방문하기 좋다."
동궁과월지,135,"안압지 서쪽에 위치한 신라 왕궁의 별궁터이다. 다른 부속건물들과 함께 왕자가 거처하는 동궁으로 사용되면서 나라의 경사가 있을 때나 귀한 손님을 맞을 때 이곳에서 연회를 베풀었다고 한다. 신라 경순왕이 견훤의 침입을 받은 뒤, 931년에 왕건을 초청하여 위급한 상황을 호소하며 잔치를 베풀었던 곳이기도 하다.

신라는 삼국을 통일한 후 문무왕 14년(674)에 큰 연못을 파고 못 가운데에 3개의 섬과 못의 북·동쪽으로 12봉우리의 산을 만들었으며, 여기에 아름다운 꽃과 나무를 심고 진귀한 새와 짐승을 길렀다고 전해진다.『삼국사기』에는 임해전에 대한 기록만 나오고 안압지에 대해서는 아무런 언급이 없는데, 조선시대 『동국여지승람』에서 “안압지의 서에는 임해전이 있다”라고 기록되어 있어, 현재의 자리를 안압지로 추정하고 있다.

일제시대에 철도가 지나가는 등 많은 훼손을 입었던 임해전 터의 못 주변에는 회랑지를 비롯해서 크고 작은 건물터 26곳이 확인되었다. 그 중 1980년에 임해전으로 추정되는 곳을 포함하여 서쪽 못가의 신라 건물터로 보이는 5개 건물터 중 3곳과 안압지를 복원하여 오늘에 이르고 있다.

이곳에서는 많은 유물들이 출토되었는데, 그 중 보상화무늬가 새겨진 벽돌에는 ‘조로 2년(調露 二年, 680)’이라는 글자가 새겨져 있어 임해전이 문무왕 때 만들어진 것임을 뒷받침해주고 있다. 대접이나 접시도 많이 나왔는데, 이것은 신라무덤에서 출토되는 것과는 달리 실제 생활에 사용되었던 것으로 보인다.

임해전은 별궁에 속해 있던 건물이지만 그 비중이 매우 컸던 것으로 보이며 안압지는 신라 원지(苑池)를 대표하는 유적이다."
강릉중앙시장,131,"강릉중앙시장은 강릉을 대표하는 전통시장으로 안정성과 편리성을 갖춘 최고의 시설을 자랑하며, 영동 최대 규모의 종합시장입니다. 접근성이 좋고 주차시설이 잘 마련되어 있어 관광객과 지역 주민 모두에게 인기입니다. 2018년 동계올림픽 이후 강릉의 인기가 높아지면서 먹거리와 볼거리를 찾는 여행객들이 즐겨 찾는 명소로 자리잡았습니다.

강릉중앙시장은 강릉역에서 약 1km 거리에 위치해 있으며, 당일치기 여행 코스로 적합해 다양한 먹거리와 특산품을 빠르게 즐길 수 있습니다. 중앙시장은 성남시장과 연결되어 있어 두 시장을 모두 둘러볼 수 있으며, 이곳에서 많은 여행객들이 강릉의 별미를 즐깁니다.

이 시장은 금성로에 자리잡고 있으며, 일제강점기 이전부터 존재하던 유서 깊은 재래시장입니다. 현대식 건물로 구성된 중앙시장 건물 외에도 주변 상가까지 포함하여 모두 ‘중앙시장’이라 불리며, 약 520개의 점포가 있습니다. 규모가 크고 옛시장의 분위기를 잘 살려 사방에서 접근하기 쉬운 것이 특징입니다.

중앙시장 1층에는 관광객들의 눈길을 사로잡는 건어물 가게들이 즐비해 있습니다. 반건조 오징어, 코다리, 말린 열기, 양미리 등 다양한 해산물이 있으며, 이 지역 특산 해초인 ‘지누아리’도 볼 수 있습니다. 특히 코다리는 강릉의 대표 품목으로, 해풍에 말려 맛이 뛰어나 사계절 내내 인기를 끌며, 겨울철에는 김장 육수 재료로도 많이 사용됩니다.

강릉중앙시장은 전통적인 분위기와 현대적 편리함을 결합한 매력적인 공간으로, 강릉의 문화와 맛을 경험할 수 있는 곳입니다. 다양한 강릉 별미를 접할 수 있어 먹방투어 족들에게 인기 만점의 명소로 자리하고 있습니다."
표선해수욕장,129,"표선해수욕장은 제주도 내에서 가장 넓은 251,204㎡의 백사장을 자랑하며, 깨끗한 환경과 원형 해수욕장의 독특한 풍경이 특징입니다. 만조 시에는 얕은 수심의 호수처럼 보여 안전하게 물놀이를 즐길 수 있으며, 썰물 시에는 넓은 백사장이 드러납니다. 특히 하얀 패사(패류 모래)는 신경통과 무좀 예방에 효과가 있는 것으로 알려져 있습니다.

해수욕장은 제주시와 표선을 잇는 번영로에 있어 접근성이 뛰어나며, 6km에 달하는 해안도로는 아름다운 드라이브 코스로 인기를 끌고 있습니다. 깨끗한 수질 덕분에 방문객이 매년 증가하고 있으며, 얕은 수심 덕분에 어린이들에게도 안전한 장소로 평가받고 있습니다.

주변에는 제주민속촌박물관과 제주 유일의 6성급 해비치 호텔이 자리해, 편안한 숙박과 함께 다양한 문화 체험이 가능합니다. 또한, 해수욕장에는 샤워장, 탈의실, 화장실, 그늘쉼터 등 편의시설이 잘 갖추어져 있습니다.

표선해수욕장은 매년 여름 '표선해변 하얀모래축제'가 열려 도민과 관광객이 함께 즐기는 여름 대표 축제로 자리잡고 있습니다."
이호 테우해수욕장,127,"이호테우해변(이호해수욕장)은 조랑말 등대로 제주도 사진을 찍기 좋은 곳으로 붉은 조랑말과 흰색 조랑말은 극명하게 대조되는 색감이 이국적인 풍경을 선사한다. 또한, 제주 시내에서 가장 가까이 있어 교통이 편리하고, 편의시설도 잘 갖추어져 있다. 백사장의 경사가 완만하여 많은 피서객들이 찾으며 특히 야영하기에 안성맞춤인 소나무 숲이 형성되어 있다. 해수면이 가장 낮아지는 간조에는 끝없이 넓은 백사장과 함께 원담의 모습도 볼 수 있다. 원담은 밀물과 썰물의 차이를 이용해 고기를 잡는 제주의 전통 고기잡이 방식 중 하나로, 이호테우해변(이호해수욕장)에는 그 공간을 복원시켜 놓은 이호 모살원이 있다."
